smiles,pathways,superclasses,classes,class_results,superclass_results,pathway_results,isglycoside
CC1=CCCC(C)(C)/C1=C\C=C(C)\C=C\C=C(C)\C=C\C=C\C(C)=C\C=C\C(C)=C\C=C1\C(C)=CCCC1(C)C,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-ε)']","['Carotenoids (C40, β-β)']",['Carotenoids (C40)'],['Terpenoids'],False
CC(=O)CCC1C2(C)COC1(C)CC(O)C2,['Terpenoids'],['Apocarotenoids'],['Megastigmanes'],['Apocarotenoids (β-)'],['Apocarotenoids'],['Terpenoids'],False
COc1c(O)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,['Polyketides'],['Naphthalenes'],['Bisnaphthalenes'],['Naphthoquinones'],['Naphthalenes'],['Polyketides'],False
CCCC1C2=C(CCC3=C(CC1CC)C(=O)OC3=O)C(=O)OC2=O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
CCCCCc1cc(O)cc(O)c1Oc1cc(O)cc2c1C(=O)OC2(O)CCCC,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
Cc1cc2c(c(O)c1O)C(C(C)C)CCC2C,['Terpenoids'],['Sesquiterpenoids'],['Chiloscyphane sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC(C)=CCCC(C)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Unsaturated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCCC(Br)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C1CCC2C(CO)C(C)(C)C3CCC12C3,['Terpenoids'],['Sesquiterpenoids'],['Zizaane sesquiterpenoids'],['Patchoulane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N2C(=O)C(CCC2O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(C)=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC(C)c1cc2c(cc1O)CC[C@H]1[C@@](C)(C(=O)O)CCC[C@]21C,['Terpenoids'],['Diterpenoids'],['Abeoabietane diterpenoids'],['Podocarpane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CCC1C=C2C(=O)OC(=O)C2(C)CC2=C(C(=O)OC2=O)C(O)C1CC,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
O=C(O)C=C(I)I,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Dicarboxylic acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCC(C)C1NC(=O)c2csc(n2)C(C)NC(=O)C2N=C(OC2C)C(CC(C)C)NC(=O)c2csc(n2)C(Cc2ccccc2)NC(=O)C2N=C1OC2C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
COc1c(O)ccc2c1Oc1c3c(c(CC=C(C)C)c(O)c1C(=O)O2)OC(C)(C)C=C3,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC(=CC(=O)O)CCC1(C)C2=C(CCC1C)C(C)(C)CCC2,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Halimane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(CO)c(O)c3c(c1O2)C(O)OC3=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC1=C(C)C2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)OC2OC(CO)C(O)C(O)C2O)CC1,['Terpenoids'],['Triterpenoids'],['Ursane and Taraxastane triterpenoids'],['Oleanane triterpenoids'],['Triterpenoids'],['Terpenoids'],True
CCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2OC)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(CO)OS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COc1cc(C2Oc3c(OC)cc4ccc(=O)oc4c3OC2CO)ccc1O,['Shikimates and Phenylpropanoids'],['Coumarins'],['Simple coumarins'],['Coumarinolignans'],"['Coumarins', 'Lignans']",['Shikimates and Phenylpropanoids'],False
CCCc1cc(OC(=O)c2c(O)cc(OC(=O)c3c(O)cc(O)cc3CCC)cc2CCC)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COCC1OC(OC2OCC3OC4(OCC(OC(=O)c5c(C)cc(O)cc5O)C5OCOC54)OC3C2O)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2OC(C)C3OC4(CC(O)C(OC5CC(OC6CC(C)([N+](=O)[O-])C(OC)C(C)O6)C(OC(=O)c6c(C)cc(O)c(Cl)c6OC)C(C)O5)C(C)O4)OC3(C)C2O)C1O,['Carbohydrates'],['Saccharides'],['Avilamycin and derivatives'],['Orthosomycins'],['Saccharides'],['Carbohydrates'],True
CC(=CC(=O)O)CCC1(C)C2=CCCC(C)(CO)C2CCC1C,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Halimane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CCCCCCC(O)C1C2=C(CC(C(O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1O)C(O)OC2=O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],True
O=C(O)CCCCCCCCCCC/C=C/[C@@H](O)C=C=CBr,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCCC1CC2=C(CC(CCCC=CCO)CC(C(=O)O)=C1C(=O)O)C(=O)OC2=O,['Polyketides'],['Cyclic polyketides'],['Maleidrides'],['Nonadrides'],['Cyclic polyketides'],['Polyketides'],False
Cc1cc2c(c3c1COC3=O)C(O)C(C)(C)C2,['Terpenoids'],['Sesquiterpenoids'],['Isolactarane sesquiterpenoids'],['Illudalane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCOC1CC2C(CC#N)(C=C1C)CCC1C(C)(C(=O)O)CCCC21C,['Terpenoids'],['Diterpenoids'],['Norlabdane diterpenoids'],['Pimarane and Isopimarane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],['Mycolic acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(COS(=O)(=O)O)OC)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCCCCCCC(Br)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC1NC(=O)c2csc(n2)C(C)NC(=O)C2N=C(OC2C)C(Cc2ccccc2)NC(=O)c2csc1n2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)C)N2C(=O)C(CCC2O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)CCC(NC(=O)C(Cc2ccc(O)cc2)NC(C)=O)C(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC(=O)CCCC#CC#C/C=C/CCCCC#C/C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC(=O)OC[C@@]12[C@H](OC(C)=O)C=C[C@H]3[C@H]1[C@](C)(OC3(C)C)C(=O)[C@@]1(O)C[C@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]1[C@H]2OC(C)=O,['Terpenoids'],['Diterpenoids'],['Tetracyclic diterpenoids'],['Myrsinane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
O=C(O)C(Br)=C(Br)Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Dicarboxylic acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)C1=CO[C@@H](C)[C@@H]2C[n+]3ccc4c([n-]c5cc(OC)c(OC)cc54)c3C[C@H]12,['Alkaloids'],['Tryptophan alkaloids'],['Carboline alkaloids'],['Corynanthe type'],['Tryptophan alkaloids'],['Alkaloids'],False
C=C1C(=O)OC2CC3(O)C4OC4CC(C)C3(C)CC12,['Terpenoids'],['Sesquiterpenoids'],['Eremophilane sesquiterpenoids'],['Guaiane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCC1CCC2C(CCC3C(C)(C)CCCC23C)C1C,['Terpenoids'],['Diterpenoids'],['Cassane diterpenoids'],['Norpimarane and Norisopimarane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC/C=C\CCCCCCCC/C=C\CC/C=C\CC/C(Br)=C\CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCCCC(Br)C(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Branched fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C=C1C(=O)C2(COC(C)=O)CC1CCC2C1(C)CCCC2(C)COC(=O)C21,['Terpenoids'],['Diterpenoids'],['Secokaurane diterpenoids'],['Spongiane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC(C)CC1NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(O)Cc2ccc(O)cc2)C(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(CC(C)C)N2C(=O)C(CCC2O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COc1cc2c(c(C)c1Cl)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(COS(=O)(=O)O)OS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
Cc1ccc2c(c1)C1CCC2(C)OC1(C)C,['Terpenoids'],['Sesquiterpenoids'],['Cadinane sesquiterpenoids'],['Bisabolane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CCCCCCCCCCCCCCCC(=O)OCC1(C)CCCC2(C)C1CC(O)C13CC4C(CC21)C4(C)C3,['Terpenoids'],['Diterpenoids'],['Trachylobane diterpenoids'],['Labdane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
CC1(C)C2C=CC1(CO)CC2,['Terpenoids'],['Monoterpenoids'],['Camphane monoterpenoids'],"['Fenchane monoterpenoids', 'Pinane monoterpenoids']",['Monoterpenoids'],['Terpenoids'],False
CC1(C)C(=O)C=C2CCC3C(C)(C(=O)OC4OC(CO)C(O)C(O)C4O)CCCC3(C)C2CC1O,['Terpenoids'],['Diterpenoids'],['Abeoabietane diterpenoids'],['Pimarane and Isopimarane diterpenoids'],['Diterpenoids'],['Terpenoids'],True
CCCCCCCc1cc(OC(=O)c2c(O)cc(O)cc2CCCCCCC)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COc1cc2c(c(C)c1C(=O)C=C(C)C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CCC(C)CC(=O)OC1CCC2(C)CC(=O)C(=C(C)C)CC2C1(C)O,['Terpenoids'],['Sesquiterpenoids'],['Valerane sesquiterpenoids'],['Eudesmane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
Cc1cc2c(c(O)c1-c1c(C)cc(O)c3c1C(=O)C=CC3=O)C(=O)C=CC2=O,['Polyketides'],['Naphthalenes'],['Bisnaphthalenes'],['Naphthoquinones'],['Naphthalenes'],['Polyketides'],False
C=C1CCCC(C)(O)CC(OC(=O)c2ccc(O)cc2)C(C(C)C)C(O)C1,['Terpenoids'],['Sesquiterpenoids'],['Germacrane sesquiterpenoids'],['Daucane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
CC(C)C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)c2csc(n2)C(C(C)C)NC(=O)C(C(C)O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCCCCCCc1cc(OC(=O)c2c(C)cc(OC)cc2O)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COC(=O)CCC[C@H]1C[C@@H]1C(C)/C=C/C=C(/C)CCCC(C)CC#CBr,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Epoxy fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)CCC(NC(C)=C1C(=O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O)C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(O)c1C=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COCC1OC(OC2OCC3OC4(OCC(OC(=O)c5c(C)cc(O)cc5O)C5OCOC54)OC3C2O)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2OC(C)C3OC4(CC(O)C(OC5CC(OC6CC(C)([N+](=O)[O-])C(OC)C(C)O6)C(OC(=O)c6c(C)cc(O)c(Cl)c6O)C(C)O5)C(C)O4)OC3(C)C2O)C1O,['Carbohydrates'],['Saccharides'],['Avilamycin and derivatives'],['Orthosomycins'],['Saccharides'],['Carbohydrates'],True
CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(COS(=O)(=O)O)OS(=O)(=O)O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CCCCN(C)C)C(=O)NC2CCC(O)N(C2=O)C(CC(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COC(=O)c1cc(OC(=O)c2c(O)cc(C)cc2Oc2c(OC)cc(O)cc2C(=O)OC)cc(OC)c1Oc1cc(C)cc(O)c1C(=O)OC,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COc1cc(C)c(C(=O)Oc2cc(C)c(C(=O)O)c(O)c2C)c(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
C=CC(C=C(C)C)C1(C)CO1,['Terpenoids'],['Monoterpenoids'],['Irregular monoterpenoids'],['Acyclic monoterpenoids'],['Monoterpenoids'],['Terpenoids'],False
CCC(=O)N1CCCC1C(=O)O,['Amino acids and Peptides'],['Small peptides'],['Aminoacids'],['Dipeptides'],['Small peptides'],['Amino acids and Peptides'],False
CCCCCc1cc(OC(=O)c2c(O)cc(OC)cc2CCC)cc(O)c1C(=O)O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC=C1NC(=O)C(NC(=O)C(NC(=O)C(COS(=O)(=O)[O-])OC)C(C)C)C(C)OC(=O)C(C(C)CC)NC(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)N2C(=O)C(CCC2O)NC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COc1cc(C2Oc3cc(C=O)cc(OC)c3OC2C)cc(OC)c1OC,['Shikimates and Phenylpropanoids'],['Lignans'],['Neolignans'],['Coumarinolignans'],['Lignans'],['Shikimates and Phenylpropanoids'],False
CCCC(=O)OCC1CCC(C2(C)CCCC(C)(C)C2)=C2CC3C(=O)OC3C21,['Terpenoids'],['Diterpenoids'],['Spongiane diterpenoids'],['Pimarane and Isopimarane diterpenoids'],['Diterpenoids'],['Terpenoids'],False
O=C(O)CCCCCCC/C=C/CCCCCCBr,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCCCC(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(CCCN=C(N)N)C(=O)NC2CCC(O)N(C2=O)C(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Ahp-containing cyclodepsipeptides', 'Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
COc1cccc2c1C(=O)OCc1cc(CO)cc(O)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
CC1=C[C@@H](O)CC(C)(C)[C@@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(\C)CCCO,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Apocarotenoids(ε-)', 'Carotenoids (C40, ε-Ψ)']","['Apocarotenoids', 'Carotenoids (C40)']",['Terpenoids'],False
COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C(=O)O,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-Ψ)']","['Carotenoids (C40, ε-Ψ)']",['Carotenoids (C40)'],['Terpenoids'],False
CCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
Cc1cc(O)c2c3c(n(C#N)c2c1)C(=O)c1c(O)cccc1C3=O,['Polyketides'],['Polycyclic aromatic polyketides'],['Angucyclines'],['Anthraquinones and anthrones'],['Polycyclic aromatic polyketides'],['Polyketides'],False
O=C(O)CCC/C=C(Br)/C=C/C=C/CC/C=C(Br)\C=C/Br,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
C/C=C1/C[N+]2(C)CCc3c([nH]c4ccccc34)C(C(=O)[O-])C1CC2,['Alkaloids'],['Tryptophan alkaloids'],['Iboga type'],['Corynanthe type'],['Tryptophan alkaloids'],['Alkaloids'],False
COC(=O)CCCNC(C)=C1C(=O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Usnic acid and derivatives'],['Aromatic polyketides'],['Polyketides'],False
CC(=O)OC1CC(O)CC2=CCC3C4CC5C(C(C)C(O)CC6COC(=O)C65C)C4(C)CCC3C21C,['Terpenoids'],['Steroids'],['Ergostane steroids'],['Spirostane steroids'],['Steroids'],['Terpenoids'],False
CCCCCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC(O)C(C2=O)N(Cc2ccccc2)C(=O)N(C)C(Cc2ccc(O)cc2)C(=O)NC(C(C)C)C(=O)OC1C,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides', 'Lipopeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
O=C(O)CCCCCCC/C=C\CCCCCCCCF,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Unsaturated fatty acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
CC1NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)C2CSC(=N2)C(Cc2ccccc2)NC(=O)C2CSC1=N2,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CCC(C)C1NC(=O)C(Cc2ccc(O)c(Cl)c2)N(C)C(=O)C(C(C)O)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C2CCCN2C=O)C(C)OC1=O,['Amino acids and Peptides'],['Oligopeptides'],['Cyanopeptolins'],"['Cyclic peptides', 'Depsipeptides']",['Oligopeptides'],"['Amino acids and Peptides', 'Polyketides']",False
CC1CCC2C(C)C(=O)OC2C2C(CO)=CC(=O)C12,['Terpenoids'],['Sesquiterpenoids'],['Germacrane sesquiterpenoids'],['Guaiane sesquiterpenoids'],['Sesquiterpenoids'],['Terpenoids'],False
O=C(O)/C=C/I,['Fatty acids'],['Fatty Acids and Conjugates'],['Halogenated fatty acids'],['Dicarboxylic acids'],['Fatty Acids and Conjugates'],['Fatty acids'],False
COC(=O)c1c(C)c(Cc2c(O)c(C(=O)O)c(C)c3c2C(=O)Oc2c(C)cc(O)c(C=O)c2O3)c(O)c(C)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],"['Depsides', 'Depsidones']",['Aromatic polyketides'],['Polyketides'],False
Cc1oc2nc1C(=O)NC(C(C)C)c1nc(cs1)C(=O)NC(C(C)C)c1nc(cs1)C(=O)NC2C(C)C,['Amino acids and Peptides'],['Oligopeptides'],['Cyclamides'],['Cyclic peptides'],['Oligopeptides'],['Amino acids and Peptides'],False
CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@@H]1C(C)=CC[C@H](C/C=C(\C)CO)C1(C)C,['Terpenoids'],['Carotenoids (C45)'],"['Carotenoids (C45, β-Ψ)']","['Carotenoids (C45, ε-Ψ)']",['Carotenoids (C45)'],['Terpenoids'],False
CCCCCC(=O)O,['Fatty acids'],['Fatty Acids and Conjugates'],['Straight chain fatty acids'],"['Branched fatty acids', 'Unsaturated fatty acids']",['Fatty Acids and Conjugates'],['Fatty acids'],False
CCCC=CC=CCCc1cc(C(=O)O)c(O)cc1OC(=O)c1c(CCC=CC=CCCC)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsides'],['Aromatic polyketides'],['Polyketides'],False
COc1cc2c(cc1O)CNC1Cc3c(ccc(OC)c3O)CC21,['Alkaloids'],['Tyrosine alkaloids'],['Protoberberine alkaloids'],['Isoquinoline alkaloids'],['Tyrosine alkaloids'],['Alkaloids'],False
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/c2ccc(C)c(C)c2CO)C(C)(C)CC(O)C1=O,['Terpenoids'],['Carotenoids (C40)'],"['Carotenoids (C40, β-π)']","['Carotenoids (C40, β-Χ)']",['Carotenoids (C40)'],['Terpenoids'],False
CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,['Polyketides'],['Aromatic polyketides'],['Depsides and depsidones'],['Depsidones'],['Aromatic polyketides'],['Polyketides'],False
